STATION,NAME,DATE,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,55,42,56,49,48,50,,,,,,,,,51,37,49,51,47,50,49,47,54,42,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,52,41,54,46,47,50,,,,,,,,,47,37,42,53,49,52,51,45,58,43,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,52,38,48,47,47,50,,,,,,,,,47,38,41,51,44,53,51,47,43,41,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,46,36,44,49,48,48,,,,,,,,,48,39,50,46,44,48,53,47,40,43,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,46,37,47,49,51,43,,,,,,,,,51,39,45,46,47,45,52,51,46,42,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,51,38,52,54,46,46,,,,,,,,,50,42,44,46,45,44,49,48,42,40,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,44,37,52,54,36,43,,,,,,,,,42,46,39,51,46,43,46,45,44,40,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,43,46,49,53,35,39,,,,,,,,,38,49,40,53,44,50,41,46,41,44,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,44,42,46,51,34,43,,,,,,,,,38,47,40,49,58,49,39,48,40,46,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,45,46,45,47,40,45,,,,,,,,,41,48,39,47,57,47,40,43,44,48,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,48,41,44,43,42,48,,,,,,,,,42,44,41,46,49,44,50,44,42,44,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,45,45,41,38,44,53,,,,,,,,,43,50,38,47,48,44,45,46,44,47,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,43,43,43,41,44,46,,,,,,,,,44,56,38,47,50,48,40,45,48,39,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,42,46,41,42,43,41,,,,,,,,,50,56,38,49,45,54,41,46,49,44,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,51,42,39,43,47,43,,,,,,,,,45,52,36,44,45,50,38,47,57,39,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,50,40,43,41,45,39,,,,,,,,,46,35,34,45,44,47,36,46,53,34,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,48,45,42,39,40,34,,,,,,,,,49,28,32,46,45,46,35,38,53,38,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,46,48,47,42,42,41,,,,,,,,,53,32,42,46,44,44,42,45,54,33,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43,47,41,44,47,41,,,,,,,,,45,33,43,44,43,43,43,42,50,32,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,41,44,41,39,42,41,,,,,,,,,38,38,49,45,42,41,47,45,40,37,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,44,39,39,45,0,44,,,,,,,,,34,42,48,46,39,39,49,45,39,35,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,46,44,38,44,48,43,,,,,,,,,31,46,46,43,38,37,47,46,38,36,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,46,43,42,44,46,40,,,,,,,,,31,50,48,37,41,40,48,44,38,38,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,44,43,44,39,42,42,,,,,,,,,26,50,49,35,42,39,49,50,44,41,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,42,37,45,39,40,42,,,,,,,,,26,53,52,33,36,42,49,46,46,42,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,44,38,39,41,40,46,,,,,,,,,29,54,52,34,35,45,46,50,40,40,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,40,39,45,42,45,,,,,,,,,35,57,49,33,40,44,41,48,40,42,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,48,35,40,47,43,55,,,,,,,,,37,52,45,38,38,45,45,42,44,43,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,43,33,41,51,43,45,,,,,,,,,38,51,44,41,40,45,48,42,39,42,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,39,33,47,48,44,45,,,,,,,,,44,46,45,40,41,47,46,38,39,39,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,44,34,40,53,40,49,,,,,,,,,46,42,43,37,43,49,44,42,38,40,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,50,37,42,49,42,50,,,,,,,,,49,49,38,33,41,46,42,45,39,37,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,39,47,44,46,47,,,,,,,,,48,49,42,34,41,49,41,45,39,35,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,47,44,40,41,45,41,,,,,,,,,42,47,40,32,44,50,42,47,39,34,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,45,41,41,41,46,43,,,,,,,,,45,46,43,28,48,49,43,47,42,39,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,43,39,38,44,45,48,,,,,,,,,38,48,41,32,44,47,44,46,40,32,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,44,37,39,46,46,44,,,,,,,,,36,46,44,39,41,51,52,48,37,34,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,42,37,40,42,45,39,,,,,,,,,44,52,40,45,34,41,48,50,35,28,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,38,44,41,40,44,40,,,,,,,,,48,49,41,42,38,41,43,49,43,21,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,38,42,41,37,47,41,,,,,,,,,51,47,40,39,35,44,42,39,43,26,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,37,44,44,39,46,36,,,,,,,,,44,42,39,39,34,45,38,37,38,40,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,37,44,39,47,40,37,,,,,,,,,39,42,38,37,32,41,40,36,37,50,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,35,46,39,42,37,42,,,,,,,,,39,38,36,36,34,41,35,41,29,52,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,34,48,45,45,37,42,,,,,,,,,38,42,38,36,35,41,39,45,20,50,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,38,45,46,39,35,42,,,,,,,,,45,43,37,41,42,41,44,44,25,44,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,38,41,42,39,33,34,,,,,,,,,40,39,39,41,46,49,45,41,26,43,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,41,41,41,41,30,40,,,,,,,,,42,34,36,42,47,45,46,39,30,46,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,41,47,44,43,34,40,,,,,,,,,46,32,34,42,39,39,48,42,29,46,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,40,,,,,,,,,,,,42,,,,42,,,
